Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii	Total
OG0000259	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	37
OG0000260	2	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	37
OG0000261	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	37
OG0000262	2	2	0	3	2	1	2	1	3	2	2	2	2	2	2	2	2	2	0	2	1	37
OG0000263	0	1	1	3	3	1	2	3	0	2	2	2	2	2	2	2	2	2	2	0	3	37
OG0000264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	1	0	0	0	0	37
OG0000265	2	2	0	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	36
OG0000266	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	36
OG0000267	2	2	0	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	36
OG0000268	2	1	1	2	2	1	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	36
OG0000269	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	0	2	2	36
OG0000270	1	2	1	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	36
OG0000271	2	0	2	2	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	36
OG0000272	2	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	36
OG0000273	1	1	0	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	1	1	2	36
OG0000274	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	36
OG0000275	2	2	1	1	1	1	2	2	4	1	1	2	2	2	2	2	2	1	1	2	2	36
OG0000276	1	2	2	1	1	2	1	2	3	2	2	2	2	2	2	2	1	2	1	1	2	36
OG0000277	2	1	2	0	1	2	2	1	3	2	2	2	2	2	2	2	2	2	1	2	1	36
OG0000278	1	1	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	36
OG0000279	0	2	2	2	2	0	1	2	3	2	2	2	2	2	2	2	2	2	2	0	2	36
OG0000280	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000281	1	3	1	1	1	1	3	1	3	2	2	2	2	2	2	2	2	2	0	1	1	35
OG0000282	1	2	1	3	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	35
OG0000283	1	2	1	1	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	1	2	35
OG0000284	1	3	0	4	4	1	1	3	2	1	1	1	1	1	1	1	1	1	3	1	3	35
OG0000285	1	1	0	1	1	0	2	1	5	2	2	3	3	2	2	3	2	2	0	2	0	35
OG0000286	1	3	0	3	3	1	1	3	6	1	1	1	1	1	1	1	1	1	1	1	3	35
OG0000287	1	2	0	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	35
OG0000288	1	2	1	1	1	2	2	1	3	2	2	2	2	2	2	2	2	2	1	1	1	35
OG0000289	0	2	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	35
OG0000290	0	3	2	3	3	1	1	4	3	1	1	1	1	1	1	1	1	1	2	0	4	35
OG0000291	1	0	1	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	1	2	34
OG0000292	2	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	34
OG0000293	1	1	0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	34
OG0000294	2	0	0	1	1	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	1	34
OG0000295	0	0	2	0	2	1	1	0	3	2	2	3	3	2	2	3	2	2	0	2	2	34
OG0000296	2	0	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	1	33
OG0000297	1	2	1	0	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	0	2	33
OG0000298	2	3	2	2	2	1	1	2	4	1	1	1	1	1	1	1	1	1	2	1	2	33
OG0000299	1	2	1	1	2	2	2	0	3	2	2	2	2	2	2	2	2	2	0	1	0	33
OG0000300	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	0	2	33
OG0000301	1	3	3	3	3	0	2	3	1	1	1	1	1	1	1	1	1	1	1	1	3	33
OG0000302	1	3	0	3	2	1	1	2	2	1	1	1	1	1	1	1	1	1	6	1	2	33
OG0000303	2	0	1	1	2	0	2	2	0	2	2	2	2	2	2	2	2	2	1	2	2	33
OG0000304	5	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	33
OG0000305	1	3	3	2	2	1	1	2	4	1	1	1	1	1	1	1	1	1	2	1	2	33
OG0000306	2	1	0	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	33
OG0000307	2	1	0	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	1	1	33
OG0000308	2	1	1	2	2	1	2	2	0	1	1	2	2	2	2	2	2	1	2	1	2	33
OG0000309	2	3	1	3	3	1	1	2	4	1	1	1	1	1	1	1	1	1	2	0	2	33
OG0000310	1	4	0	3	3	0	0	3	6	0	0	1	1	1	0	1	1	0	4	1	3	33
OG0000311	2	3	1	0	1	2	2	1	2	1	1	2	2	2	2	2	2	1	1	2	1	33
OG0000312	1	1	0	3	4	0	2	2	0	2	2	2	2	2	2	2	2	2	0	1	1	33
OG0000313	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	33
OG0000314	0	2	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	33
OG0000315	0	0	0	4	4	1	1	2	7	1	1	1	1	1	1	1	1	1	2	0	3	33
OG0000316	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	9	33
OG0000317	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	33
OG0000318	1	1	1	2	3	0	1	3	1	1	1	3	3	1	1	2	1	1	2	1	2	32
OG0000319	2	1	1	1	1	0	2	0	3	2	2	3	3	2	2	2	2	2	0	1	0	32
OG0000320	2	2	0	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	0	1	1	32
OG0000321	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000322	2	1	0	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	1	0	1	32
OG0000323	2	1	1	0	1	0	3	1	1	2	2	2	2	2	2	2	2	2	1	2	1	32
OG0000324	1	1	2	3	3	0	1	3	1	1	1	2	1	1	1	2	1	1	2	1	3	32
OG0000325	2	1	1	1	1	1	2	1	0	2	2	2	2	2	2	2	2	2	1	2	1	32
OG0000326	1	3	0	3	3	1	1	3	3	1	1	1	1	1	1	1	1	1	2	1	2	32
OG0000327	1	3	0	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	0	1	32
OG0000328	0	3	4	5	4	0	0	5	4	0	0	0	0	0	0	0	0	0	2	0	5	32
OG0000329	0	1	0	0	1	1	1	2	7	1	1	2	2	2	2	2	2	1	2	0	2	32
OG0000330	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	32
OG0000331	1	2	0	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	0	1	1	31
OG0000332	1	3	1	2	2	1	1	2	4	1	1	1	1	1	1	1	1	1	2	1	2	31
OG0000333	1	2	1	3	2	1	1	2	3	1	1	1	1	1	1	1	1	1	2	2	2	31
OG0000334	1	0	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	0	2	31
OG0000335	1	1	1	1	1	2	2	1	0	2	2	2	2	2	2	2	2	2	1	1	1	31
OG0000336	1	1	0	0	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	31
OG0000337	1	1	1	0	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	31
OG0000338	1	2	1	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	0	1	1	31
OG0000339	2	0	0	0	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	31
OG0000340	0	1	0	2	2	0	1	1	3	2	2	2	2	2	2	2	2	2	2	0	1	31
OG0000341	0	0	0	0	0	0	1	0	0	2	3	5	4	4	2	5	3	2	0	0	0	31
OG0000342	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	26	0	0	0	31
OG0000343	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	31
OG0000344	1	1	2	2	2	0	1	3	2	1	1	1	1	1	1	1	1	1	2	2	3	30
OG0000345	2	2	1	1	2	0	1	3	1	1	1	1	1	1	1	1	1	1	3	2	3	30
OG0000346	1	2	2	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	30
OG0000347	1	2	1	2	2	1	1	2	4	1	1	1	1	1	1	1	1	1	2	1	2	30
OG0000348	1	2	0	2	2	1	1	3	2	1	1	1	1	1	1	1	1	1	3	1	3	30
OG0000349	1	3	1	1	1	0	1	3	4	1	1	1	1	1	1	1	1	1	1	2	3	30
OG0000350	1	4	0	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	30
OG0000351	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	2	2	1	1	1	1	30
OG0000352	1	1	0	1	1	1	2	1	2	2	2	2	1	2	2	2	2	2	1	1	1	30
OG0000353	1	3	0	2	2	1	1	2	4	1	1	1	1	1	1	1	1	1	2	1	2	30
OG0000354	0	3	1	1	1	0	0	5	2	1	1	1	1	1	1	1	1	1	3	0	5	30
OG0000355	0	1	0	1	1	1	2	1	3	2	2	2	2	2	2	2	2	2	1	0	1	30
OG0000356	0	2	1	1	1	0	2	1	2	2	2	2	2	2	2	2	2	2	1	0	1	30
OG0000357	0	3	0	0	2	1	2	0	1	2	2	2	0	2	2	2	2	2	0	2	3	30
OG0000358	0	0	0	0	0	1	2	0	0	3	3	3	3	3	3	3	3	3	0	0	0	30
OG0000359	1	2	1	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	29
OG0000360	1	4	0	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	29
OG0000361	1	3	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	29
OG0000362	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	29
OG0000363	1	3	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	29
OG0000364	1	1	2	2	3	0	0	3	1	1	1	1	1	1	1	1	1	1	3	1	3	29
OG0000365	1	1	0	0	0	1	1	1	2	1	1	3	5	1	1	5	1	1	1	1	1	29
OG0000366	0	1	1	1	1	0	1	3	1	1	1	3	3	1	1	3	1	1	2	0	3	29
OG0000367	0	0	0	2	2	1	2	1	0	2	2	2	2	2	2	2	2	2	1	0	2	29
OG0000368	0	0	0	0	0	1	1	2	1	0	0	4	5	1	1	4	1	0	2	4	2	29
OG0000369	0	0	0	0	0	0	4	0	0	1	1	0	0	0	2	0	20	1	0	0	0	29
OG0000370	1	1	1	1	1	1	2	0	1	2	2	2	2	2	2	2	2	2	0	1	0	28
OG0000371	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	2	28
OG0000372	2	3	2	2	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	28
OG0000373	2	2	0	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	0	2	2	28
OG0000374	1	2	1	1	2	1	1	2	4	1	1	1	1	1	1	1	1	1	1	1	2	28
OG0000375	1	3	1	3	2	1	1	2	0	1	1	1	1	1	1	1	1	1	2	1	2	28
OG0000376	1	3	1	2	2	0	1	2	3	1	1	1	1	1	1	1	1	1	1	1	2	28
OG0000377	1	3	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	28
OG0000378	1	0	0	2	3	1	2	3	0	1	1	1	1	1	1	1	1	1	3	1	3	28
OG0000379	1	3	1	2	2	0	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	28
OG0000380	2	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	3	1	28
OG0000381	0	1	1	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	0	1	28
OG0000382	0	0	0	2	2	1	2	1	0	2	2	2	2	2	2	2	2	2	1	0	1	28
OG0000383	0	0	0	2	2	0	0	2	0	2	2	2	2	2	2	2	2	2	2	0	2	28
OG0000384	1	0	0	3	4	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1	3	27
OG0000385	2	1	0	1	2	0	1	2	4	1	1	1	1	1	1	1	1	1	1	2	2	27
OG0000386	1	1	1	3	3	1	1	2	1	1	1	1	1	1	1	1	1	1	2	0	2	27
OG0000387	2	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	3	27
OG0000388	2	0	2	2	2	1	2	2	0	1	1	1	1	1	1	1	1	1	1	2	2	27
OG0000389	1	2	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	27
OG0000390	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	3	27
OG0000391	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	27
OG0000392	1	2	2	1	2	0	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	27
OG0000393	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	27
OG0000394	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	27
OG0000395	1	1	0	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	27
OG0000396	1	2	0	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	2	0	2	27
OG0000397	0	2	1	2	2	0	1	2	4	1	1	1	1	1	1	1	1	1	2	0	2	27
OG0000398	0	2	2	2	2	1	1	2	4	1	1	1	1	1	1	1	1	1	0	0	2	27
OG0000399	0	0	0	1	1	0	0	1	22	0	0	0	0	0	0	0	0	0	1	0	1	27
OG0000400	0	0	0	1	1	0	2	2	0	2	2	2	2	2	2	2	2	2	1	0	2	27
OG0000401	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
OG0000402	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	26
OG0000403	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	26
OG0000404	1	1	1	2	4	1	1	0	2	1	1	1	1	1	1	1	1	1	2	1	1	26
OG0000405	1	3	0	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	1	1	1	26
OG0000406	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	26
OG0000407	1	1	0	0	0	1	2	0	2	2	2	2	2	2	2	2	2	2	0	1	0	26
OG0000408	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	26
OG0000409	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	26
OG0000410	1	1	0	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	26
OG0000411	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	26
OG0000412	1	2	1	2	2	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	26
OG0000413	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	26
OG0000414	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	3	26
OG0000415	0	3	0	1	1	0	1	2	3	1	1	2	2	1	1	2	1	1	1	0	2	26
OG0000416	0	3	1	2	3	0	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	26
OG0000417	0	6	0	6	3	0	0	2	4	0	0	0	0	0	0	0	0	0	2	0	3	26
OG0000418	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	26
OG0000419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	26
OG0000420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	26
OG0000421	1	2	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	25
OG0000422	2	2	2	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	25
OG0000423	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	25
OG0000424	1	1	1	3	2	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	25
OG0000425	1	1	0	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	25
OG0000426	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	25
OG0000427	1	2	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	0	1	25
OG0000428	1	2	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	25
OG0000429	1	2	0	1	1	0	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	25
OG0000430	1	2	1	1	1	0	2	1	2	1	1	2	2	1	1	2	1	1	0	1	1	25
OG0000431	1	4	0	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	0	1	1	25
OG0000432	1	1	1	1	2	0	1	2	3	1	1	1	1	1	1	1	1	1	1	1	2	25
OG0000433	1	1	1	1	2	0	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	25
OG0000434	0	3	0	3	4	0	0	4	3	0	0	0	0	0	0	0	0	0	3	0	5	25
OG0000435	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	25
OG0000436	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	25
OG0000437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	25
OG0000438	1	0	0	1	2	1	1	3	0	1	1	1	1	1	1	1	1	1	2	1	3	24
OG0000439	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0000440	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0000441	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	24
OG0000442	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000443	1	1	2	0	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0000444	1	2	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0000445	1	0	1	3	2	1	1	2	0	1	1	1	1	1	1	1	1	1	2	0	2	24
OG0000446	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000447	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000448	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0000449	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000450	1	1	0	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	0	2	1	24
OG0000451	1	2	1	0	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0000452	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000453	1	2	1	1	1	1	1	1	3	1	1	1	0	1	1	1	1	1	1	2	1	24
OG0000454	1	1	1	1	1	1	0	2	3	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0000455	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000456	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000457	1	1	1	2	2	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000458	1	3	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000459	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0000460	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000461	1	2	1	1	1	0	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000462	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000463	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000464	1	0	1	0	1	1	1	1	1	2	2	1	1	2	1	1	2	2	0	1	2	24
OG0000465	1	2	0	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000466	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0000467	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
OG0000468	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	24
OG0000469	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000470	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
OG0000471	3	2	0	2	2	1	0	0	4	1	1	1	1	1	0	1	0	1	0	2	0	23
OG0000472	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000473	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000474	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	23
OG0000475	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000476	3	2	1	1	1	0	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	23
OG0000477	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000478	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000479	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000480	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000481	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000482	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000483	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000484	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000485	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000486	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000487	1	0	1	0	1	1	1	1	0	1	1	3	3	1	1	3	1	1	0	1	1	23
OG0000488	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000489	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000490	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000491	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000492	1	2	1	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	23
OG0000493	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000494	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000495	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000496	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000497	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000498	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000499	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000500	1	2	0	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	23
OG0000501	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000502	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000503	1	2	2	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	23
OG0000504	1	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	0	1	1	23
OG0000505	1	0	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	2	23
OG0000506	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000507	1	0	2	0	2	1	1	2	0	1	1	1	1	1	1	1	1	1	2	1	2	23
OG0000508	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	23
OG0000509	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	23
OG0000510	1	2	0	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000511	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000512	1	1	1	1	3	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000513	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000514	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000515	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000516	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000517	1	1	2	0	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000518	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000519	2	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000520	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000521	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	0	1	1	23
OG0000522	1	4	0	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000523	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000524	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000525	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000526	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000527	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000528	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23
OG0000529	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	23
OG0000530	1	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	23
OG0000531	1	0	0	0	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	3	23
OG0000532	0	3	0	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	0	3	23
